symbol,ex_low,ex_high,ema_mean,ema_var,count,updated_ms
LTCUSDT,bybit,gate,0.0001521209375652,1.6787375286273338e-07,39,1761877198112
LUMIAUSDT,gate,binance,0.002157591180605,1.781133167930256e-06,54,1761881103267
LUMIAUSDT,gate,bybit,0.0027552243737595,2.5672016229080514e-06,56,1761881103270
LUMIAUSDT,binance,bybit,0.0008824398683243784,8.458418234860419e-07,72,1761955589767
MAGICUSDT,bybit,gate,0.0011351418207762,5.806045759103891e-07,64,1761881103291
MAGICUSDT,bybit,binance,0.00024029191732906753,1.6850125287227257e-07,54,1761960215743
MAGICUSDT,gate,binance,0.000365544760113,4.577223698758858e-07,22,1761875234409
MANAUSDT,gate,bybit,0.0005026756374908,4.320675004931909e-07,19,1761874250489
MANAUSDT,gate,binance,0.0004878442192322,2.258921231025421e-07,39,1761874250486
MANAUSDT,bybit,binance,0.00019956228015263728,1.039529810676331e-07,72,1761963023798
MANTAUSDT,bybit,binance,0.0006210666553298065,2.983945134809266e-07,52,1761933855421
MANTAUSDT,bybit,gate,0.001463464647315,8.3022054507146e-07,79,1761881103309
MANTAUSDT,binance,gate,0.0013667621325219,4.932915484882699e-07,75,1761881103312
MASKUSDT,bybit,gate,0.0005153718885702,3.467126393527608e-07,39,1761881103315
MASKUSDT,bybit,binance,0.00030017044240539383,6.379321164692176e-08,102,1761963023808
MASKUSDT,gate,binance,0.0008408059598923,3.644118748557538e-07,55,1761881103320
MAVIAUSDT,binance,bybit,0.00023120756440895876,2.4272201977887486e-07,35,1761959286001
MAVIAUSDT,binance,gate,0.0008225936544871,6.370312337005375e-07,24,1761881103328
MAVIAUSDT,bybit,gate,0.0007456423389976,4.350268240665672e-07,40,1761881103326
MAVUSDT,gate,bybit,0.0006664784002907,1.0398027949092477e-06,15,1761873297146
MAVUSDT,gate,binance,0.0008994971183454,9.66142781852279e-07,23,1761881103336
MAVUSDT,bybit,binance,0.0005430314714455975,2.969774451442237e-07,57,1761943534578
MBOXUSDT,gate,binance,0.0022035648446452,8.924025473682342e-07,63,1761880152142
MBOXUSDT,gate,bybit,0.0027000500185577,1.330623074806598e-06,76,1761881103346
MBOXUSDT,binance,bybit,0.0001859738807989767,2.5029330514062205e-07,105,1761963023822
MELANIAUSDT,binance,gate,0.0010053226874714,8.385885082190611e-07,31,1761880152154
MELANIAUSDT,binance,bybit,0.000485573069975867,1.224677748905489e-06,49,1761959286020
MELANIAUSDT,gate,bybit,0.0015856188545903,7.992396899059808e-07,25,1761873297171
MEMEUSDT,bybit,gate,0.000545312899544,3.647683168827113e-07,66,1761881103359
MEMEUSDT,bybit,binance,0.000288807994425275,1.678193857710127e-07,73,1761963023832
MEMEUSDT,gate,binance,0.0006173839741595,2.6935899204460425e-07,39,1761881103366
MERLUSDT,bybit,binance,0.0010163236704013102,1.7095466892893547e-07,107,1761963023838
MERLUSDT,bybit,gate,0.0020480764596541,4.310628409920451e-07,78,1761881103374
MERLUSDT,binance,gate,0.0010816062615031,4.888050240576372e-07,69,1761881103378
METISUSDT,gate,bybit,0.0003457737825503,5.543323003272854e-07,17,1761881103384
METISUSDT,gate,binance,0.0007650601768763,6.102253836047199e-07,27,1761881103387
METISUSDT,bybit,binance,0.00016206389472762578,5.80509547752567e-07,72,1761963023844
MEUSDT,binance,gate,0.0020463799293559,2.2267298399660497e-06,80,1761881103412
MEUSDT,binance,bybit,0.0011090939249964974,5.25961232689608e-07,118,1761963023857
MEUSDT,gate,bybit,0.0007313458429597,5.257824004727486e-07,33,1761880152200
MEWUSDT,bybit,binance,0.00023225181520803524,1.6247249042421735e-07,48,1761959286055
MEWUSDT,bybit,gate,0.0006205594510332,2.66377712398588e-07,66,1761881103419
MEWUSDT,binance,gate,0.0006325669766619,4.01854782374818e-07,64,1761881103421
MILKUSDT,bybit,binance,0.0035831692405566,9.528789337182496e-07,40,1761706813440
MILKUSDT,bybit,gate,0.085046474762685,0.0004646461882392,40,1761706813442
MILKUSDT,binance,gate,0.0814633055221284,0.0004584934201393,40,1761706813444
MINAUSDT,gate,bybit,0.0014510304755729,4.825229542624878e-07,25,1761881103426
MINAUSDT,gate,binance,0.0011460092068994,4.4586113787756514e-07,50,1761881103424
MINAUSDT,bybit,binance,0.00021653186315821318,2.0249935604606436e-07,75,1761963023866
MIRAUSDT,binance,bybit,0.000254473319436918,1.4979489065789517e-07,106,1761963023871
MIRAUSDT,binance,gate,0.0007788092890968,3.888931013409779e-07,67,1761880152222
MIRAUSDT,bybit,gate,0.0004427971502127,4.286255912779026e-07,45,1761880152224
MITOUSDT,gate,binance,0.0009836968057296,7.888426427879171e-07,34,1761881103441
MITOUSDT,gate,bybit,0.0008316461212106,6.185246359032949e-07,42,1761881103439
MITOUSDT,binance,bybit,0.0004342182242439314,3.350716142013585e-07,67,1761955589872
MLNUSDT,gate,binance,0.2077141247024395,0.0003670076001852,40,1761706813469
MLNUSDT,gate,bybit,0.2083192714660169,0.0003600489471801,40,1761706813471
MLNUSDT,binance,bybit,0.0006428822085901,4.169196126580813e-07,36,1761706813473
MNTUSDT,gate,bybit,0.0008479199857427,2.79718576709584e-07,61,1761881103446
MOCAUSDT,gate,bybit,0.0013010831744715,1.0343533750734316e-06,8,1761873297284
MOCAUSDT,gate,binance,0.0007434422712882,3.7954192405818827e-07,49,1761880152245
MOCAUSDT,bybit,binance,0.0015483892652065658,1.4252591773023346e-07,116,1761963023888
MOODENGUSDT,gate,binance,0.0005105205613046,6.922947954155492e-07,9,1761690629838
MOODENGUSDT,gate,bybit,0.0004958168280984,2.661452235790044e-07,32,1761879181806
MOODENGUSDT,binance,bybit,0.0006118378763386448,3.039975913589566e-07,106,1761963023895
MORPHOUSDT,gate,bybit,0.0005167825676825,1.6790195741171918e-07,46,1761880152259
MORPHOUSDT,gate,binance,0.0004210645709229,1.6626277345443205e-07,46,1761880152261
MORPHOUSDT,bybit,binance,0.00027726469875401,2.5030189968659254e-07,33,1761937737693
MOVEUSDT,gate,binance,0.0009944715043676,4.132743242837019e-07,41,1761881103474
MOVEUSDT,gate,bybit,0.0010697020355874,6.273336353972956e-07,38,1761881103472
MOVEUSDT,binance,bybit,0.00026055725552065186,1.6020431548829657e-07,51,1761962089397
MOVRUSDT,gate,binance,0.0007879004069006,5.823846228878317e-07,25,1761879181834
MOVRUSDT,gate,bybit,0.0008928352986849,6.36991718089019e-07,15,1761868489415
MOVRUSDT,binance,bybit,0.0003047244381836,4.120868200597664e-07,26,1761868489417
MTLUSDT,bybit,gate,0.001640875940964,1.0801123182197488e-06,73,1761881103492
MTLUSDT,bybit,binance,0.0004877722294319664,2.9411701174187487e-07,82,1761949984335
MTLUSDT,gate,binance,0.0005923395993774,4.887385816216225e-07,27,1761876214480
MUBARAKUSDT,binance,gate,0.0008188215724853,6.885669379518636e-07,55,1761881103495
MUBARAKUSDT,binance,bybit,0.00032113845021015464,1.7607841959115531e-07,93,1761960215890
MUBARAKUSDT,gate,bybit,0.0009414950076483,2.7317853300676376e-07,49,1761881103500
MUSDT,bybit,gate,0.0009593880336659,8.0893023758976e-07,32,1761880152309
MUSDT,bybit,binance,0.0007026843207920693,5.59392814896374e-07,99,1761963023926
MUSDT,gate,binance,0.0015940746352622,9.425057942742854e-07,76,1761881103505
MYROUSDT,bybit,gate,0.0010211034465616,7.115419414303424e-07,70,1761881103510
MYROUSDT,bybit,binance,0.0013526580663741053,3.423624811425183e-07,116,1761963023932
MYROUSDT,gate,binance,0.0013284768948931,8.42229442749317e-07,56,1761881103514
MYXUSDT,gate,bybit,0.0009296259372822,3.3525439984047136e-07,73,1761880152329
MYXUSDT,gate,binance,0.0017950087453135,8.250630318530792e-07,80,1761881103521
MYXUSDT,bybit,binance,0.0004485787462731383,4.289647744072669e-07,86,1761963023939
NAORISUSDT,gate,bybit,0.0022421832754113,1.2315653683446998e-06,77,1761881103525
NAORISUSDT,gate,binance,0.005219650068395,1.1935974201044862e-06,79,1761881103527
NAORISUSDT,bybit,binance,0.002407302838381092,4.0756394976166755e-07,117,1761963023945
NEARUSDT,bybit,binance,0.00038130068468435093,1.706041692880819e-07,61,1761961147036
NEARUSDT,bybit,gate,0.0002511004383804,2.2773439031363314e-07,60,1761878193177
NEARUSDT,binance,gate,0.000134823468662,2.825821816693944e-07,31,1761879181887
NEOUSDT,gate,bybit,0.0004745456668143,4.423259795832803e-07,22,1761881103541
NEOUSDT,gate,binance,0.0005834183695699,3.194620557609915e-07,35,1761881103543
NEOUSDT,bybit,binance,0.00013362915735412486,4.9542221628684254e-08,82,1761960215931
NEWTUSDT,binance,bybit,0.0006403038394386634,1.9058939604097667e-07,108,1761963023965
NEWTUSDT,binance,gate,0.0012843285032862,9.8014176282771e-07,73,1761881103551
NEWTUSDT,bybit,gate,0.0006100934841149,4.694057729395415e-07,64,1761881103553
NFPUSDT,gate,binance,0.0013129495128222,7.23414832547757e-07,51,1761881103556
NFPUSDT,gate,bybit,0.0018501066409326,1.0989985489469591e-06,61,1761881103558
NFPUSDT,binance,bybit,0.0008558544474620025,2.7801494927636085e-07,94,1761963023971
NILUSDT,gate,binance,0.0010482124412006,5.994849383214849e-07,27,1761873297404
NILUSDT,gate,bybit,0.0012688928839773,6.320079124133006e-07,52,1761881103568
NILUSDT,binance,bybit,0.0009957596673106888,3.0288471998097886e-07,110,1761963023976
NKNUSDT,gate,bybit,0.0018109105195707,8.480253462255706e-07,56,1761881103574
NKNUSDT,gate,binance,0.001612919715111,8.998020270008438e-07,54,1761881103571
NKNUSDT,bybit,binance,0.0005019672382055214,6.994717910407942e-07,37,1761960215953
NMRUSDT,binance,bybit,0.00045655387425949434,7.026240561997749e-08,98,1761963023989
NMRUSDT,binance,gate,0.0015684400877804,4.304645414510506e-07,77,1761881103586
NMRUSDT,bybit,gate,0.0013623570824651,4.574353225737967e-07,75,1761881103584
NOMUSDT,binance,gate,0.0007930702325651,3.542127463272212e-07,68,1761881103592
NOMUSDT,binance,bybit,0.00039492435239123273,1.9757078227932478e-07,63,1761940681252
NOMUSDT,gate,bybit,0.0005821025045723,6.572327160174543e-07,12,1761880152421
NOTUSDT,bybit,gate,0.0009609374479496,6.321495577586811e-07,58,1761881103599
NOTUSDT,bybit,binance,0.0004139492712447735,1.2066206317429044e-07,99,1761963024001
NOTUSDT,gate,binance,0.0009414368804942,6.342345938350811e-07,32,1761881103604
NTRNUSDT,gate,binance,0.0009572040810092,7.64684981377208e-07,24,1761881103608
NTRNUSDT,gate,bybit,0.0010175340499888,4.514463243115824e-07,42,1761881103610
NTRNUSDT,binance,bybit,8.8358473116906e-05,3.0041447579435455e-07,101,1761963024007
NXPCUSDT,binance,gate,0.0009736373314199,6.301275684064184e-07,63,1761880152452
NXPCUSDT,binance,bybit,0.00037137055836216693,1.0433416383117827e-07,97,1761963024013
NXPCUSDT,gate,bybit,0.0006626830224884,3.894217225304328e-07,27,1761881103618
OBOLUSDT,gate,bybit,0.0009823560920681,4.422168832710623e-07,66,1761881103625
OBOLUSDT,gate,binance,0.0018601396172255,8.15370488645836e-07,77,1761881103628
OBOLUSDT,bybit,binance,0.00032212372985081266,3.54319116526002e-07,103,1761963024019
OBTUSDT,bybit,gate,0.376011820927657,0.0001916872527432,40,1761706813649
OGNUSDT,gate,bybit,0.0011210490704367,7.71181023848014e-07,17,1761866512280
OGNUSDT,gate,binance,0.0013863027518291,1.700500525159785e-06,37,1761880152469
OGNUSDT,bybit,binance,0.0004758693035266579,5.973830596231859e-07,90,1761963024025
OGUSDT,bybit,binance,0.00030005138361737703,1.3420898076923682e-07,58,1761957429295
OGUSDT,bybit,gate,0.0009448044949875,3.767860142985526e-07,64,1761881103646
OGUSDT,binance,gate,0.000870861891955,2.596181714522171e-07,61,1761880152478
OKBUSDT,gate,bybit,0.0010610439597273,3.2744940856920334e-07,70,1761881103655
OLUSDT,gate,bybit,0.0012025986480043,2.1659918708700795e-06,27,1761878193312
OLUSDT,gate,binance,0.0012354199685271,1.0801577588734287e-06,58,1761880152490
OLUSDT,bybit,binance,0.0010933798694933673,2.8517963251193666e-07,105,1761963024041
OMUSDT,gate,binance,0.0004608838914132,3.207747731536685e-07,30,1761858708424
OMUSDT,gate,bybit,0.0016153682316908,1.1824009768730068e-06,60,1761881103671
OMUSDT,binance,bybit,0.0029730106096601057,8.079267816590978e-07,112,1761963024047
ONDOUSDT,gate,bybit,0.000316634522608,9.99008008758488e-08,56,1761881103679
ONDOUSDT,gate,binance,0.0003198649350506,1.1401942820744325e-07,56,1761877198493
ONDOUSDT,bybit,binance,0.00010619058505100357,7.057613416732714e-08,59,1761963024053
ONEUSDT,bybit,gate,0.0014367126953143,9.414593190908826e-07,65,1761881103682
ONEUSDT,bybit,binance,0.0004993187102274132,5.315619024227251e-07,71,1761955590054
ONEUSDT,gate,binance,0.0007734029391039,6.246536556002747e-07,31,1761881103686
ONGUSDT,gate,bybit,0.0013093452824156,3.959049654101791e-07,56,1761876214696
ONGUSDT,gate,binance,0.0009269667019519,2.9841584654957855e-07,60,1761879182039
ONGUSDT,bybit,binance,0.0004961258674758889,4.0665317870667466e-07,32,1761959286262
ONTUSDT,gate,binance,0.0013111446114151,5.219856635074712e-07,56,1761881103697
ONTUSDT,gate,bybit,0.0013963531663486,4.6343564978456206e-07,53,1761881103699
ONTUSDT,binance,bybit,0.0004852676531644112,2.6790229176431754e-07,41,1761958353228
OPENUSDT,binance,gate,0.0024200286956484,9.694349579890768e-07,40,1761706813716
OPENUSDT,binance,bybit,0.0017387045087108,1.0898294005275286e-06,38,1761706813714
OPENUSDT,gate,bybit,0.0005295550047099,9.02524846554558e-07,3,1761684065196
OPUSDT,gate,binance,0.0005072647236365,1.325522982223511e-07,60,1761880152569
OPUSDT,gate,bybit,0.0005095715094863,2.0586771263805133e-07,43,1761881103712
OPUSDT,binance,bybit,0.0001483562175534,2.915082314369516e-07,26,1761881103710
ORBSUSDT,bybit,gate,0.0389054094990054,7.761360003327799e-05,40,1761706813728
ORBSUSDT,bybit,binance,0.3154280725354049,7.761360003327978e-05,40,1761706813731
ORBSUSDT,gate,binance,0.2765226630363995,1.35275954279056e-07,40,1761706813733
ORCAUSDT,binance,bybit,0.00043988726526378503,3.923992448042426e-07,44,1761953730833
ORCAUSDT,binance,gate,0.0012589953952263,6.258196812870362e-07,61,1761881103717
ORCAUSDT,bybit,gate,0.0011851485785872,7.008244764410582e-07,69,1761881103719
ORDERUSDT,binance,gate,0.0006554292655738,2.71448136984268e-07,48,1761874250925
ORDERUSDT,binance,bybit,0.000519898749973789,2.1320530100153749e-07,107,1761963024090
ORDERUSDT,gate,bybit,0.0007968349779389,2.454711059330423e-07,71,1761881103722
ORDIUSDT,gate,bybit,0.0005092339889123,1.7342190312401269e-07,47,1761881103731
ORDIUSDT,gate,binance,0.0004467733353226,1.792145990574389e-07,50,1761881103729
ORDIUSDT,bybit,binance,0.0001250169395967392,9.246272451855679e-08,54,1761962089586
OXTUSDT,gate,binance,0.0010909603213098,8.466756471226137e-07,18,1761872364717
OXTUSDT,gate,bybit,0.0011050059303334,5.625793797136176e-07,55,1761881103741
OXTUSDT,binance,bybit,0.0018610881608619228,2.1578700298553732e-07,116,1761963024100
PARTIUSDT,bybit,binance,0.0003718219989975915,1.6762011954491876e-07,93,1761963024106
PARTIUSDT,bybit,gate,0.0012081993755277,7.908902375737183e-07,58,1761881103746
PARTIUSDT,binance,gate,0.0009937605696563,5.935454263401437e-07,51,1761881103748
PAXGUSDT,gate,binance,0.0001974879754446,1.5875091267080794e-07,42,1761881103752
PAXGUSDT,gate,bybit,0.000300500979118,8.216711836712445e-08,65,1761881103754
PAXGUSDT,binance,bybit,0.000170067555435379,1.8435072238284214e-08,99,1761962089604
PEAQUSDT,bybit,gate,0.0052137924514654,2.748587420462926e-06,80,1761881103760
PENDLEUSDT,bybit,gate,0.0004864149943558,2.170782552157337e-07,51,1761881103763
PENDLEUSDT,bybit,binance,0.0003044306424601276,3.493665461326104e-08,102,1761963024123
PENDLEUSDT,gate,binance,0.0004033883692902,1.982039482840937e-07,43,1761881103768
PENGUUSDT,binance,gate,0.0002445731853952,1.962211462101168e-07,40,1761880152668
PENGUUSDT,binance,bybit,0.0002678109369264974,3.030515004187051e-08,107,1761963024129
PENGUUSDT,gate,bybit,0.0004062171630444,1.246177805842172e-07,53,1761881103774
PEOPLEUSDT,bybit,gate,0.0007996295496066,4.963551389042394e-07,46,1761879182126
PEOPLEUSDT,bybit,binance,0.0004432317278834415,2.924947298443784e-07,74,1761963024135
PEOPLEUSDT,gate,binance,0.0009079373943278,3.026493254279026e-07,57,1761881103782
PERPUSDT,gate,bybit,0.0007009268196292,3.3211636426712045e-07,33,1761881103789
PERPUSDT,gate,binance,0.0008377856448304,3.554243682777555e-07,46,1761881103791
PERPUSDT,bybit,binance,0.0004992364153639779,6.27630629440689e-07,57,1761957429406
PHAUSDT,binance,gate,0.0013812877990805,8.912761086831989e-07,55,1761881103799
PHAUSDT,binance,bybit,0.0003336672136222507,1.6812433754813687e-07,67,1761959286348
PHAUSDT,gate,bybit,0.0005887427916593,3.617644206009812e-07,31,1761878193485
PHBUSDT,binance,bybit,0.0014873455977005244,3.406691281770976e-07,96,1761963024157
PHBUSDT,binance,gate,0.0010450710564832,5.760496408942341e-07,43,1761880152720
PHBUSDT,bybit,gate,0.0004654242831208,5.843670615508106e-07,29,1761880152723
PIPPINUSDT,gate,bybit,0.0025680599996184,4.934368089122878e-06,67,1761878193509
PIPPINUSDT,gate,binance,0.0029260479549506,5.09528793956251e-06,72,1761881103819
PIPPINUSDT,bybit,binance,0.0014782201913301522,9.762304978247903e-07,75,1761963024167
PIXELUSDT,binance,bybit,0.0004803315404356,4.000512346479097e-07,33,1761881103827
PIXELUSDT,binance,gate,0.0008427550347507,4.965005202678944e-07,49,1761880152756
PIXELUSDT,bybit,gate,0.0008005983960522,5.76123409990318e-07,66,1761880152752
PLAYUSDT,gate,binance,0.0025838836048374,1.711450309128678e-06,75,1761880152760
PLUMEUSDT,gate,bybit,0.0005871922901038,3.765410379130647e-07,26,1761872364828
PLUMEUSDT,gate,binance,0.0005794642745206,2.283600535368113e-07,57,1761881103838
PLUMEUSDT,bybit,binance,0.000502419734278954,7.885678446971245e-08,108,1761963024184
PNUTUSDT,binance,bybit,0.0003153369890052,5.48614112232954e-07,14,1761868489782
PNUTUSDT,binance,gate,0.0004685691338315,2.7771030440214097e-07,40,1761880152800
PNUTUSDT,bybit,gate,0.0006410028099569,2.3410054176364678e-07,63,1761881103842
POLUSDT,bybit,gate,0.0003330590519875,1.908935659874848e-07,53,1761880152812
POLUSDT,bybit,binance,0.0002461082981718974,7.744175871453948e-08,63,1761957429456
POLUSDT,gate,binance,0.0003594691414383,1.4483825756063776e-07,49,1761881103849
POLYXUSDT,gate,binance,0.0016778552815843,1.007642610527455e-06,52,1761881103857
POLYXUSDT,gate,bybit,0.0015958935412119,1.1682271587416957e-06,67,1761881103859
POLYXUSDT,binance,bybit,0.0005347118775516502,1.9622804476989538e-07,103,1761963024201
PONKEUSDT,binance,bybit,0.000480725001742891,7.681861620376799e-07,47,1761954665182
PONKEUSDT,binance,gate,0.0015611995849077,1.5686059209488154e-06,53,1761879182218
PONKEUSDT,bybit,gate,0.0011496903114946,1.0784498725760862e-06,54,1761880152829
POPCATUSDT,bybit,binance,0.00020385991607265225,1.2752289589289008e-07,85,1761963024211
POPCATUSDT,bybit,gate,0.000474733524974,2.804597516183273e-07,72,1761881103876
POPCATUSDT,binance,gate,0.0003800144830122,2.67628095218853e-07,39,1761881103874
PORT3USDT,gate,binance,0.0022473944121327,1.117046634882714e-06,76,1761881103879
PORTALUSDT,bybit,binance,0.0007084414382976594,2.548677612117208e-07,99,1761963024221
PORTALUSDT,bybit,gate,0.0018551833127213,1.2648928518891603e-06,44,1761881103884
PORTALUSDT,binance,gate,0.0015360730108619,1.0125647259666271e-06,37,1761881103886
POWRUSDT,binance,gate,0.0010905401190778,1.1615139331156702e-06,48,1761880152878
POWRUSDT,binance,bybit,0.0008259808688891264,5.565898682439658e-07,80,1761954665204
POWRUSDT,gate,bybit,0.0014942475153299,7.050389608239137e-07,42,1761881103891
PRCLUSDT,bybit,gate,0.0018927030065461,1.3372406183384047e-06,51,1761871425022
PROMPTUSDT,bybit,binance,0.0002980853539597273,5.663935413841777e-07,20,1761962089722
PROMPTUSDT,bybit,gate,0.0007879853101975,4.4200191545641547e-07,42,1761881103903
PROMPTUSDT,binance,gate,0.0008070419920382,4.216171760106546e-07,73,1761881103901
PROMUSDT,gate,binance,0.0007877003878518,5.221839446696357e-07,44,1761879182266
PROMUSDT,gate,bybit,0.0034381986110545,1.7266547977355202e-06,80,1761881103910
PROMUSDT,binance,bybit,0.0027060932386269955,6.692790754357862e-07,118,1761963024238
PROVEUSDT,binance,bybit,0.00037268692194949527,7.366026196969784e-08,98,1761963024244
PROVEUSDT,binance,gate,0.0011651888828249,2.5974702905563524e-07,72,1761881103915
PROVEUSDT,bybit,gate,0.0008088131860012,3.170154227389333e-07,60,1761881103917
PTBUSDT,gate,bybit,0.0011466963312944,3.403402345558777e-07,64,1761881103920
PTBUSDT,gate,binance,0.0024488475092589,5.948955980009992e-07,78,1761881103922
PTBUSDT,bybit,binance,0.0008907887656184897,3.8766835331095245e-07,112,1761963024250
PUFFERUSDT,bybit,binance,0.0012388237263578823,1.9425418983670755e-06,40,1761961147341
PUFFERUSDT,bybit,gate,0.0016292972377414,1.98293015791638e-06,62,1761881103932
PUFFERUSDT,binance,gate,0.0014854363691555,1.3469181716678185e-06,58,1761881103930
PUMPBTCUSDT,binance,bybit,0.0007640979640399,6.632438987213628e-07,12,1761701439040
PUNDIXUSDT,binance,gate,0.0008125231301353,7.297616536111685e-07,44,1761881103937
PUNDIXUSDT,binance,bybit,0.00029556226602599916,2.3640077210488507e-07,96,1761960216217
PUNDIXUSDT,gate,bybit,0.0015152868908278,8.398325587285095e-07,53,1761879182306
PYRUSDT,bybit,gate,0.2212716701499273,0.0003545456153261,40,1761706813961
PYTHUSDT,gate,bybit,0.0003488925099271,2.2231292459667407e-07,40,1761881103944
PYTHUSDT,gate,binance,0.000536743945031,2.1887376454480097e-07,46,1761881103947
PYTHUSDT,bybit,binance,0.00039315654056942573,8.094537461846523e-08,88,1761960216227
QNTUSDT,bybit,binance,0.00022222815404267604,9.103519859105643e-08,63,1761963024278
QNTUSDT,bybit,gate,0.0008832339161134,2.9185443762532965e-07,71,1761880152997
QNTUSDT,binance,gate,0.0007976883106536,3.02604519639025e-07,68,1761880153007
QTUMUSDT,gate,binance,0.000633135441743,3.292175449447612e-07,29,1761876215058
QTUMUSDT,gate,bybit,0.0008019116276992,4.448408842895411e-07,20,1761876215061
QTUMUSDT,binance,bybit,0.00023539776447917998,1.899407641139266e-07,44,1761940681564
QUICKUSDT,bybit,gate,0.0006111101045746,4.851654165178144e-07,50,1761877198807
QUICKUSDT,bybit,binance,0.0009394814601216191,1.661386232271651e-07,83,1761963024295
QUICKUSDT,gate,binance,0.0010822747828892,6.078028208033766e-07,40,1761881103972
QUSDT,gate,bybit,0.0014779295351653,1.0837502489095733e-06,78,1761881103977
QUSDT,gate,binance,0.0024784386687813,1.2376606038837223e-06,80,1761881103980
QUSDT,bybit,binance,0.0007768231409721094,3.513687627891901e-07,110,1761963024302
RADUSDT,bybit,binance,0.0036342056367865,8.901037987305789e-06,64,1761881103986
RADUSDT,bybit,gate,0.0029212970538611,3.757172244217089e-06,72,1761881103988
RADUSDT,binance,gate,0.0017960500635217,2.331687083850234e-06,43,1761881103990
RAREUSDT,bybit,gate,0.0011375527028817,5.778685900935689e-07,64,1761881103994
RAREUSDT,bybit,binance,0.0003667883182148821,1.7701541244243746e-07,83,1761962089799
RAREUSDT,gate,binance,0.0005355552928554,4.587794009643174e-07,23,1761881103998
RDNTUSDT,gate,binance,0.0008934997811253,4.986403157459986e-07,40,1761879182381
RDNTUSDT,gate,bybit,0.0011520287312615,4.890017479439725e-07,26,1761873297850
RDNTUSDT,binance,bybit,0.00030591975454594166,3.740588688029029e-07,33,1761938703477
REDUSDT,binance,bybit,0.00019312248309249992,1.451986913077143e-07,83,1761963024335
REDUSDT,binance,gate,0.0006364161768388,3.103905496806069e-07,61,1761880153170
REDUSDT,bybit,gate,0.0004739528289718,2.76361603655141e-07,50,1761880153168
REIUSDT,gate,binance,0.0030035727940367,2.7673464118785782e-06,46,1761881104028
RENDERUSDT,bybit,gate,0.0004823180267274,3.1254049118199016e-07,58,1761880153185
RENDERUSDT,bybit,binance,0.0002264760856918591,1.6837757822530015e-07,57,1761963024345
RENDERUSDT,gate,binance,0.0006240762767244,3.073089523983185e-07,36,1761881104034
RESOLVUSDT,binance,bybit,0.0003807881997352452,2.204182615029333e-07,86,1761958353517
RESOLVUSDT,binance,gate,0.0009651140210578,7.086126456318207e-07,28,1761881104039
RESOLVUSDT,bybit,gate,0.0005273816038814,7.114015877153866e-07,20,1761862602827
REZUSDT,binance,bybit,0.0007361122078617,5.936560382594696e-07,48,1761881104052
REZUSDT,binance,gate,0.001526280533283,9.817352964162688e-07,59,1761880153213
REZUSDT,bybit,gate,0.0008380260349149,1.0143368148777543e-06,68,1761880153209
RIFUSDT,gate,bybit,0.0022185884925033,7.67980744285974e-07,73,1761881104057
RIFUSDT,gate,binance,0.0015646094513926,7.333641842871765e-07,68,1761881104055
RIFUSDT,bybit,binance,0.0005356835597528142,5.011026835823158e-07,20,1761954665337
RLCUSDT,binance,bybit,0.0004115500324602746,2.836220125302478e-07,64,1761962089858
RLCUSDT,binance,gate,0.0012626218103546,1.3045308184306402e-06,50,1761880153257
RLCUSDT,bybit,gate,0.0011695397760316,1.5751037865833668e-06,48,1761876215206
ROAMUSDT,gate,bybit,0.4001985689134552,0.000202763633628,40,1761706814072
ROSEUSDT,bybit,gate,0.0013577877041487,7.276375283420798e-07,73,1761881104079
ROSEUSDT,bybit,binance,0.00033706417286994995,3.455446689309912e-07,95,1761963024386
ROSEUSDT,gate,binance,0.0007849626279423,4.386536901589697e-07,29,1761881104083
RPLUSDT,binance,gate,0.0009949931737807,6.96282823234831e-07,54,1761880153287
RPLUSDT,binance,bybit,0.0004845544967513729,2.2711523883792443e-07,83,1761963024392
RPLUSDT,gate,bybit,0.0008133998937043,5.531447129927205e-07,32,1761881104086
RSRUSDT,gate,bybit,0.000431039771804,2.902285093684312e-07,32,1761881104095
RSRUSDT,gate,binance,0.0005926021891293,2.462881985939856e-07,42,1761881104093
RSRUSDT,bybit,binance,0.00022345294944349405,8.981042504432146e-08,82,1761962089882
RSS3USDT,gate,bybit,0.0121407338812789,2.3746961874514906e-05,16,1761680888823
RUNEUSDT,gate,bybit,0.0004556168975837,2.929431644473096e-07,29,1761881104100
RUNEUSDT,gate,binance,0.0005841398906951,2.650840861939961e-07,36,1761881104102
RUNEUSDT,bybit,binance,0.00024520800719003737,1.3284804594039634e-07,58,1761952787650
RVNUSDT,binance,bybit,0.0004405782442421428,3.2998706631819105e-07,100,1761961147486
RVNUSDT,binance,gate,0.0012009592772942,6.612458268503487e-07,66,1761880153322
RVNUSDT,bybit,gate,0.0008771639795962,4.138910984828488e-07,53,1761880153325
SAFEUSDT,bybit,binance,0.00013982358277403556,3.1644119678985414e-07,90,1761963024418
SAFEUSDT,bybit,gate,0.0011376385813896,6.101664912417199e-07,79,1761881104121
SAFEUSDT,binance,gate,0.0010904294172626,4.969412876022527e-07,63,1761880153346
SAGAUSDT,gate,bybit,0.0012940049599339,3.876557071715619e-07,42,1761881104134
SAGAUSDT,gate,binance,0.0010329935517979,6.673010063085237e-07,20,1761865517773
SAGAUSDT,bybit,binance,0.00048154787958888,8.793692364614424e-07,4,1761931723994
